ProbeID,PrimaryAccession,RefSeqAccession,GenbankAccession,UniGeneID,EntrezGeneID,GeneSymbol,GeneName,EnsemblID,TIGRID,GO,Description,GenomicCoordinates,Cytoband
A_01_P019870,JV513856,XM_015135891,JV513856,Mmu.23087,,,,,,,TSA: Macaca mulatta Mamu_5559 mRNA sequence. [JV513856],chr4:30502009-30502068,
A_01_P001154,NM_001260800,NM_001260800,NM_001260800,Mmu.32183,699474,CHAMP1,chromosome alignment maintaining phosphoprotein 1,ENSMMUT00000033199.4,,,"Macaca mulatta chromosome alignment maintaining phosphoprotein 1 (CHAMP1), mRNA [NM_001260800]",chr17:94425400-94425459,
A_01_P013518,ENSMMUT00000062003.2,XM_001105710,JU476056,Mmu.2203,708631,MRPL39,mitochondrial ribosomal protein L39,ENSMMUT00000062003.2,,,mitochondrial ribosomal protein L39 [Source:VGNC Symbol;Acc:VGNC:74737] [ENSMMUT00000062003.2],chr3:21086495-21086554,
A_01_P001898,NM_001260593,NM_001260593,NM_001260593,Mmu.22753,696898,BMPR1A,bone morphogenetic protein receptor type 1A,ENSMMUT00000106219.1,,,"Macaca mulatta bone morphogenetic protein receptor type 1A (BMPR1A), mRNA [NM_001260593]",chr9:50337276-50337217,
A_01_P014062,ENSMMUT00000105000.1,XM_028835883,JU340763,Mmu.29598,721388,RAP1GAP2,RAP1 GTPase activating protein 2,ENSMMUT00000105000.1,,,RAP1 GTPase activating protein 2 [Source:VGNC Symbol;Acc:VGNC:76561] [ENSMMUT00000105000.1],chr16:2866609-2866668,
A_01_P011862,ENSMMUT00000071677.2,XM_015126355,JV629557,Mmu.19969,695885,PHAF1,phagosome assembly factor 1,ENSMMUT00000071677.2,,,phagosome assembly factor 1 [Source:VGNC Symbol;Acc:VGNC:70438] [ENSMMUT00000071677.2],chr20:65448017-65448076,
A_01_P008406,ENSMMUT00000094516.1,XM_001103269,XM_001103269,,706503,P2RX3,purinergic receptor P2X 3,ENSMMUT00000094516.1,,,purinergic receptor P2X 3 [Source:VGNC Symbol;Acc:VGNC:75733] [ENSMMUT00000094516.1],chr14:16050205-16050146,
A_01_P001510,JV060870,XM_028836178,JV060870,Mmu.35690,106993942,LOC106993942,galectin-9B,,,,TSA: Macaca mulatta Mamu_410129 mRNA sequence. [JV060870],chr16:022923937-022923992,
A_01_P000645,NM_001257794,NM_001257794,NM_001257794,Mmu.12831,713515,DESI2,desumoylating isopeptidase 2,ENSMMUT00000071385.2,,,"Macaca mulatta desumoylating isopeptidase 2 (DESI2), mRNA [NM_001257794]",chr1:212365236-212365177,
A_01_P010824,NM_001261036,NM_001261036,NM_001261036,Mmu.20306,706150,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2,ENSMMUT00000044763.3,,,"Macaca mulatta ER degradation enhancing alpha-mannosidase like protein 2 (EDEM2), mRNA [NM_001261036]",chr10:29436417-29436476,
A_01_P017305,ENSMMUT00000059541.2,XM_001106968,JV668213,Mmu.9856,709585,HSPA4,heat shock protein family A (Hsp70) member 4,ENSMMUT00000059541.2,,,heat shock protein family A (Hsp70) member 4 [Source:VGNC Symbol;Acc:VGNC:84388] [ENSMMUT00000059541.2],chr6:129506632-129506691,
A_01_P001601,JU339060,,JU339060,Mmu.31782,,,,,,,TSA: Macaca mulatta Mamu_538096 mRNA sequence. [JU339060],chr15:83501985-83501926,
A_01_P009619,ENSMMUT00000066528.2,XM_015132211,JV611255,Mmu.22202,693743,CAPN7,calpain 7,ENSMMUT00000066528.2,,,calpain 7 [Source:VGNC Symbol;Acc:VGNC:70536] [ENSMMUT00000066528.2],chr2:157583378-157583437,
A_01_P009906,JV623479,XM_028841233,JV623479,Mmu.25286,,,,,,,TSA: Macaca mulatta Mamu_184258 mRNA sequence. [JV623479],chr20:2171158-2171099,
A_01_P011902,,,,,,,,,,,,,
A_01_P002209,ENSMMUT00000077727.2,XM_015152863,JV537278,Mmu.27025,712197,RPH3A,rabphilin 3A,ENSMMUT00000077727.2,,,rabphilin 3A [Source:VGNC Symbol;Acc:VGNC:77033] [ENSMMUT00000077727.2],chr11:113837430-113837489,
A_01_P010917,JV651423,XM_015114355,JV651423,Mmu.26551,,,,,,,TSA: Macaca mulatta Mamu_495432 mRNA sequence. [JV651423],chr14:25263141-25263200,
A_01_P011511,ENSMMUT00000069660.2,XM_028831251,JV586253,Mmu.26876,718032,USP40,ubiquitin specific peptidase 40,ENSMMUT00000069660.2,,,ubiquitin specific peptidase 40 [Source:VGNC Symbol;Acc:VGNC:79226] [ENSMMUT00000069660.2],chr12:97371529-97371470,
A_01_P015426,ENSMMUT00000110164.1,XM_015141509,JV531628,Mmu.21008,723005,LMAN2,"lectin, mannose binding 2",ENSMMUT00000110164.1,,,"lectin, mannose binding 2 [Source:VGNC Symbol;Acc:VGNC:74302] [ENSMMUT00000110164.1]",chr6:173849636-173849577,
A_01_P019018,,,,,,,,,,,,chr3:078697617-078697676,
A_01_P017510,NM_001194068,NM_001194068,NM_001194068,Mmu.19410,702986,RPL10L,ribosomal protein L10 like,ENSMMUT00000086312.1,,,"Macaca mulatta ribosomal protein L10 like (RPL10L), mRNA [NM_001194068]",chr7:109745173-109745114,
A_01_P013722,ENSMMUT00000086247.1,,JV678805,Mmu.34339,696516,SLC7A11,solute carrier family 7 member 11,ENSMMUT00000086247.1,,,solute carrier family 7 member 11 [Source:VGNC Symbol;Acc:VGNC:77628] [ENSMMUT00000086247.1],chr5:130608828-130608769,
A_01_P004621,ENSMMUT00000023821.4,XM_015118931,JV043916,Mmu.26083,716364,TRAF4,TNF receptor associated factor 4,ENSMMUT00000023821.4,,,TNF receptor associated factor 4 [Source:VGNC Symbol;Acc:VGNC:78643] [ENSMMUT00000023821.4],chr16:23952230-23952289,
A_01_P018060,CO579551,XM_015112594,CO579551,Mmu.3885,,,,,,,"ILLUMIGEN_MCQ_49953 Katze_MMIL Macaca mulatta cDNA clone IBIUW:20826 5' similar to Bases 32 to 739 highly similar to human GKN1 (Hs.69319), mRNA sequence [CO579551]",chrUr:152116-152175,
A_01_P007556,NM_001266125,NM_001266125,NM_001266125,Mmu.4056,706489,PTP4A2,protein tyrosine phosphatase 4A2,ENSMMUT00000107301.1,,,"Macaca mulatta protein tyrosine phosphatase 4A2 (PTP4A2), mRNA [NM_001266125]",chr1:34665782-34665723,
A_01_P015775,JU324957,XM_028835067,JU324957,Mmu.21413,,,,,,,TSA: Macaca mulatta Mamu_521358 mRNA sequence. [JU324957],chr15:41676344-41676285,
A_01_P006992,ENSMMUT00000076316.2,XM_015130628,JV536139,Mmu.2558,707616,DENND6A,DENN domain containing 6A,ENSMMUT00000076316.2,,,DENN domain containing 6A [Source:VGNC Symbol;Acc:VGNC:71726] [ENSMMUT00000076316.2],chr2:78771376-78771435,
A_01_P012453,ENSMMUT00000024221.4,XM_015133740,JV674875,Mmu.23967,708120,BMPER,BMP binding endothelial regulator,ENSMMUT00000024221.4,,,BMP binding endothelial regulator [Source:VGNC Symbol;Acc:VGNC:70370] [ENSMMUT00000024221.4],chr3:91987583-91987524,
A_01_P003121,ENSMMUT00000073594.2,XM_028842084,JV703148,Mmu.24984,696791,MED12,mediator complex subunit 12,ENSMMUT00000073594.2,,,mediator complex subunit 12 [Source:VGNC Symbol;Acc:VGNC:74502] [ENSMMUT00000073594.2],chrX:70050310-70050369,
A_01_P000001,XM_001103444,XM_001103444,XM_001103444,Mmu.9720,704781,MEP1A,meprin A subunit alpha,,,,"PREDICTED: Macaca mulatta meprin A, alpha (PABA peptide hydrolase) (MEP1A), mRNA [XM_001103444]",chr4:46665254-46665313,
A_01_P014425,NM_001261230,NM_001261230,NM_001261230,Mmu.34829,702839,SKA3,spindle and kinetochore associated complex subunit 3,ENSMMUT00000023257.4,,,"Macaca mulatta spindle and kinetochore associated complex subunit 3 (SKA3), mRNA [NM_001261230]",chr17:523801-523860,
A_01_P019540,JU326787,XM_001094493,JU326787,Mmu.22581,699575,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,,,,TSA: Macaca mulatta Mamu_508765 mRNA sequence. [JU326787],chr13:89075456-89075397,
A_01_P011285,JV621010,XM_015152670,JV621010,Mmu.27045,,,,,,,TSA: Macaca mulatta Mamu_196870 mRNA sequence. [JV621010],chr11:107957713-107957772,
A_01_P014412,ENSMMUT00000092315.1,XM_015122547,JV067222,Mmu.11386,718589,QSOX1,quiescin sulfhydryl oxidase 1,ENSMMUT00000092315.1,,,quiescin sulfhydryl oxidase 1 [Source:VGNC Symbol;Acc:VGNC:106478] [ENSMMUT00000092315.1],chr1:190533009-190532950,
A_01_P012612,XM_001087261,XM_001087261,XM_001087261,Mmu.21634,697025,PHEX,phosphate regulating endopeptidase X-linked,,,,"PREDICTED: Macaca mulatta phosphate regulating endopeptidase homolog, X-linked, transcript variant 1 (PHEX), mRNA [XM_001087261]",chrX:20023279-20023338,
A_01_P018545,,,,,,,,,,,,chrX:151278998-151278939,
A_01_P000054,,,,,,,,,,,,chr13:079537056-079536997,
A_01_P004981,JU474333,XM_028833636,JU474333,Mmu.9688,699327,COPB1,COPI coat complex subunit beta 1,,,,TSA: Macaca mulatta Mamu_388523 mRNA sequence. [JU474333],chr14:57465389-57465448,
A_01_P016117,XM_015136948,XM_015136948,XM_015136948,,693683,FBXL4,F-box and leucine rich repeat protein 4,,,,"PREDICTED: Macaca mulatta F-box and leucine rich repeat protein 4 (FBXL4), transcript variant X1, mRNA [XM_015136948]",chr4:94821533-94821474,
A_01_P017328,ENSMMUT00000061700.2,XM_015150286,XM_015150286,,699530,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,ENSMMUT00000061700.2,,,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:VGNC Symbol;Acc:VGNC:74712] [ENSMMUT00000061700.2],chr10:81374963-81374904,
A_01_P005756,ENSMMUT00000061711.2,XM_015143423,JV489573,Mmu.28770,100430623,CPNE6,copine 6,ENSMMUT00000061711.2,,,copine 6 [Source:VGNC Symbol;Acc:VGNC:71468] [ENSMMUT00000061711.2],chr7:86967698-86967757,
A_01_P019932,NM_001266260,NM_001266260,NM_001266260,Mmu.32064,700610,ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14,ENSMMUT00000040215.3,,,"Macaca mulatta zinc finger DHHC-type palmitoyltransferase 14 (ZDHHC14), mRNA [NM_001266260]",chr4:105256735-105256676,
A_01_P003486,NM_001194805,NM_001194805,NM_001194805,Mmu.18761,714273,DLG4,discs large MAGUK scaffold protein 4,ENSMMUT00000014744.4,,,"Macaca mulatta discs large MAGUK scaffold protein 4 (DLG4), mRNA [NM_001194805]",chr16:6917767-6917708,
A_01_P002360,NM_001260813,NM_001260813,NM_001260813,Mmu.29989,705363,RNF14,ring finger protein 14,ENSMMUT00000092653.1,,,"Macaca mulatta ring finger protein 14 (RNF14), mRNA [NM_001260813]",chr6:138404564-138404620,
A_01_P007042,ENSMMUT00000083849.1,XM_028837392,JU326422,Mmu.9618,716066,GAS6,growth arrest specific 6,ENSMMUT00000083849.1,,,growth arrest specific 6 [Source:VGNC Symbol;Acc:VGNC:72885] [ENSMMUT00000083849.1],chr17:93953895-93953836,
A_01_P003856,,,,,,,,,,,,chr3:165159384-165159325,
A_01_P011886,NM_001260727,NM_001260727,NM_001260727,Mmu.32674,699980,CBLL1,Cbl proto-oncogene like 1,ENSMMUT00000085262.1,,,"Macaca mulatta Cbl proto-oncogene like 1 (CBLL1), mRNA [NM_001260727]",chr3:145180569-145180628,
A_01_P018599,XM_015127567,XM_015127567,XM_015127567,,106995225,SPIN4,spindlin family member 4,,,,"PREDICTED: Macaca mulatta spindlin family member 4 (SPIN4), mRNA [XM_015127567]",chrX:62106773-62106714,
A_01_P019331,ENSMMUT00000019110.4,XM_015131414,JV574293,Mmu.1149,700907,ETV5,ETS variant transcription factor 5,ENSMMUT00000019110.4,,,ETS variant transcription factor 5 [Source:VGNC Symbol;Acc:VGNC:72443] [ENSMMUT00000019110.4],chr2:100583714-100583773,
A_01_P004892,,,,,,,,,,,,chr1:206274138-206274197,
A_01_P016063,NM_001193423,NM_001193423,NM_001193423,Mmu.18330,716982,PKIB,cAMP-dependent protein kinase inhibitor beta,ENSMMUT00000106308.1,,,"Macaca mulatta cAMP-dependent protein kinase inhibitor beta (PKIB), mRNA [NM_001193423]",chr4:141218583-141218524,
A_01_P015692,ENSMMUT00000093240.1,,,,699962,ZNF546,zinc finger protein 546,ENSMMUT00000093240.1,,,zinc finger protein 546 [Source:VGNC Symbol;Acc:VGNC:79732] [ENSMMUT00000093240.1],chr19:46418004-46418063,
A_01_P003060,,,,,,,,,,,,chrX:052253655-052253602,
A_01_P017726,NM_001261579,NM_001261579,NM_001261579,Mmu.18674,699791,PTK7,protein tyrosine kinase 7 (inactive),ENSMMUT00000016353.4,,,"Macaca mulatta protein tyrosine kinase 7 (inactive) (PTK7), mRNA [NM_001261579]",chr4:43049905-43049964,
A_01_P003374,ENSMMUT00000090680.1,XM_028835218,JV677516,Mmu.23063,697569,KANK1,KN motif and ankyrin repeat domains 1,ENSMMUT00000090680.1,,,KN motif and ankyrin repeat domains 1 [Source:VGNC Symbol;Acc:VGNC:103275] [ENSMMUT00000090680.1],chr15:76455213-76455154,
A_01_P006570,ENSMMUT00000108570.1,,JV666411,Mmu.35424,696309,CEP135,centrosomal protein 135,ENSMMUT00000108570.1,,,centrosomal protein 135 [Source:VGNC Symbol;Acc:VGNC:71128] [ENSMMUT00000108570.1],chr5:73337986-73337974,
A_01_P012253,JU483851,XM_028838624,JU483851,Mmu.24721,,,,,,,TSA: Macaca mulatta Mamu_369307 mRNA sequence. [JU483851],chr1:22333633-22333574,
A_01_P000894,ENSMMUT00000081994.1,XM_015121308,XM_015121308,,694721,TGDS,"TDP-glucose 4,6-dehydratase",ENSMMUT00000081994.1,,,"TDP-glucose 4,6-dehydratase [Source:VGNC Symbol;Acc:VGNC:79243] [ENSMMUT00000081994.1]",chr17:74980531-74980472,
A_01_P014646,ENSMMUT00000014044.3,,,,702497,SSMEM1,serine rich single-pass membrane protein 1,ENSMMUT00000014044.3,,,serine rich single-pass membrane protein 1 [Source:VGNC Symbol;Acc:VGNC:78014] [ENSMMUT00000014044.3],chr3:167603704-167603763,
A_01_P012404,ENSMMUT00000094336.1,,,,701856,FAM204A,family with sequence similarity 204 member A,ENSMMUT00000094336.1,,,family with sequence similarity 204 member A [Source:VGNC Symbol;Acc:VGNC:72356] [ENSMMUT00000094336.1],chr9:117926838-117926779,
A_01_P009883,NM_001266221,NM_001266221,NM_001266221,Mmu.1612,709055,PLS3,plastin 3,ENSMMUT00000055967.2,,,"Macaca mulatta plastin 3 (PLS3), mRNA [NM_001266221]",chrX:114122203-114122262,
A_01_P007120,ENSMMUT00000008582.4,XM_001104607,JV504767,Mmu.20723,705479,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,ENSMMUT00000008582.4,,,3-hydroxy-3-methylglutaryl-CoA reductase [Source:VGNC Symbol;Acc:VGNC:73484] [ENSMMUT00000008582.4],chr6:71562160-71562219,
A_01_P007476,,,,,,,,,,,,chr12:105995075-105995134,
A_01_P010721,ENSMMUT00000103126.1,XM_015128077,JV615576,Mmu.3068,710986,IL13RA1,interleukin 13 receptor subunit alpha 1,ENSMMUT00000103126.1,,,interleukin 13 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:5974] [ENSMMUT00000103126.1],chrX:117044032-117044091,
A_01_P016163,JV660285,XM_028842516,JV660285,Mmu.22772,704512,LOC704512,trophinin,,,,TSA: Macaca mulatta Mamu_454978 mRNA sequence. [JV660285],chrX:53258378-53258437,
A_01_P010699,NM_001040278,NM_001040278,NM_001040278,Mmu.4698,692060,COX7A1,cytochrome c oxidase subunit 7A1,ENSMMUT00000000367.4,,,"Macaca mulatta cytochrome c oxidase subunit 7A1 (COX7A1), mRNA [NM_001040278]",chr19:42648711-42648652,
A_01_P007751,JV723607,XM_015147080,JV723607,Mmu.17827,,,,,,,TSA: Macaca mulatta Mamu_573048 mRNA sequence. [JV723607],chr9:50325779-50325838,
A_01_P017837,ENSMMUT00000069201.2,XM_001098362,JV651671,Mmu.18452,709798,MBD1,methyl-CpG binding domain protein 1,ENSMMUT00000069201.2,,,methyl-CpG binding domain protein 1 [Source:VGNC Symbol;Acc:VGNC:74669] [ENSMMUT00000069201.2],chr18:43347008-43346949,
A_01_P011244,XM_001089651,XM_001089651,XM_001089651,Mmu.11886,698363,FGG,fibrinogen gamma chain,,,,"PREDICTED: Macaca mulatta fibrinogen gamma chain, transcript variant 2 (FGG), mRNA [XM_001089651]",chr5:146806823-146806764,
A_01_P018541,,,,,,,,,,,,chr3:165546175-165546234,
A_01_P010982,ENSMMUT00000026258.4,XM_015150892,JV527546,Mmu.21993,712834,NCAPD2,non-SMC condensin I complex subunit D2,ENSMMUT00000026258.4,,,non-SMC condensin I complex subunit D2 [Source:VGNC Symbol;Acc:VGNC:75015] [ENSMMUT00000026258.4],chr11:6663669-6663728,
A_01_P008940,NM_001266768,NM_001266768,NM_001266768,Mmu.12266,720105,UHMK1,U2AF homology motif kinase 1,ENSMMUT00000027409.4,,,"Macaca mulatta U2AF homology motif kinase 1 (UHMK1), mRNA [NM_001266768]",chr1:141053782-141053841,
A_01_P004326,,,,,,,,,,,,chr13:077535854-077535386,
A_01_P006632,,,,,,,,,,,,,
A_01_P006761,NM_001194114,NM_001194114,NM_001194114,Mmu.2996,710136,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",,,,"Macaca mulatta alpha-2-glycoprotein 1, zinc-binding (AZGP1), mRNA [NM_001194114]",chr3:47234066-47234007,
A_01_P007447,NM_001194361,NM_001194361,NM_001194361,Mmu.19314,716401,OR13C8,"olfactory receptor, family 13, subfamily C, member 8",ENSMMUT00000106264.1,,,"Macaca mulatta olfactory receptor, family 13, subfamily C, member 8 (OR13C8), mRNA [NM_001194361]",chr15:31665717-31665658,
A_01_P011372,XM_001101503,XM_001101503,XM_001101503,,707350,STAC,SH3 and cysteine rich domain,,,,"PREDICTED: Macaca mulatta SH3 and cysteine rich domain (STAC), mRNA [XM_001101503]",chr2:178962823-178962881,
A_01_P017704,ENSMMUT00000043578.3,XM_002799246,JU346974,Mmu.29746,716361,THADA,THADA armadillo repeat containing,ENSMMUT00000043578.3,,,THADA armadillo repeat containing [Source:VGNC Symbol;Acc:VGNC:79185] [ENSMMUT00000043578.3],chr13:43349791-43349732,
A_01_P020097,NM_001261335,NM_001261335,NM_001261335,Mmu.4253,701825,CD83,CD83 molecule,ENSMMUT00000108904.1,,,"Macaca mulatta CD83 molecule (CD83), mRNA [NM_001261335]",chr4:14091819-14091878,
A_01_P018365,ENSMMUT00000094895.1,,JU488413,Mmu.30302,711816,SIAE,sialic acid acetylesterase,ENSMMUT00000094895.1,,,sialic acid acetylesterase [Source:VGNC Symbol;Acc:VGNC:77264] [ENSMMUT00000094895.1],chr14:122787531-122787472,
A_01_P019747,ENSMMUT00000108571.1,XM_015122170,JV512699,Mmu.20525,,,,ENSMMUT00000108571.1,,,carnosine dipeptidase 1 [Source:VGNC Symbol;Acc:VGNC:71257] [ENSMMUT00000108571.1],chr18:68004713-68004772,
A_01_P012327,ENSMMUT00000090777.1,XM_001115723,JU494834,Mmu.23088,719101,AKT1S1,AKT1 substrate 1,ENSMMUT00000090777.1,,,AKT1 substrate 1 [Source:VGNC Symbol;Acc:VGNC:108461] [ENSMMUT00000090777.1],chr19:56147934-56147875,
A_01_P006025,ENSMMUT00000089254.1,XM_015112861,XM_015112861,,100430790,ASTL,astacin like metalloendopeptidase,ENSMMUT00000089254.1,,,astacin like metalloendopeptidase [Source:VGNC Symbol;Acc:VGNC:106129] [ENSMMUT00000089254.1],,
A_01_P015615,XM_001090640,XM_028829765,XM_001090640,Mmu.27079,700450,MGAT4C,MGAT4 family member C,,,,"PREDICTED: Macaca mulatta alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like, transcript variant 5 (LOC700450), mRNA [XM_001090640]",chr11:82984728-82984669,
A_01_P010850,,,,,,,,,,,,,
A_01_P004831,ENSMMUT00000054198.2,XM_015134393,JU326051,Mmu.24015,718769,ZKSCAN5,zinc finger with KRAB and SCAN domains 5,ENSMMUT00000054198.2,,,zinc finger with KRAB and SCAN domains 5 [Source:VGNC Symbol;Acc:VGNC:78826] [ENSMMUT00000054198.2],chr3:46737023-46737082,
A_01_P000375,ENSMMUT00000047165.3,XM_001087385,XM_001087385,,698898,GPRC5D,G protein-coupled receptor class C group 5 member D,ENSMMUT00000047165.3,,,G protein-coupled receptor class C group 5 member D [Source:VGNC Symbol;Acc:VGNC:72935] [ENSMMUT00000047165.3],chr11:13311630-13311571,
A_01_P017138,NM_001257681,NM_001257681,NM_001257681,Mmu.2722,718110,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",ENSMMUT00000016977.4,,,"Macaca mulatta late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 (LAMTOR2), mRNA [NM_001257681]",chr1:134656072-134656131,
A_01_P014112,,,,,,,,,,,,chr11:007769265-007769206,
A_01_P015193,ENSMMUT00000106114.1,XM_015148292,XM_015148292,,,,,ENSMMUT00000106114.1,,,prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464] [ENSMMUT00000106114.1],chr9:118222271-118222212,
A_01_P017763,ENSMMUT00000107083.1,XM_001095451,XM_001095451,Mmu.22728,706638,PLAAT1,phospholipase A and acyltransferase 1,ENSMMUT00000107083.1,,,phospholipase A and acyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:76029] [ENSMMUT00000107083.1],chr2:185480034-185480092,
A_01_P005449,ENSMMUT00000007804.4,,JV467652,Mmu.21363,696386,TRIM23,tripartite motif containing 23,ENSMMUT00000007804.4,,,tripartite motif containing 23 [Source:VGNC Symbol;Acc:VGNC:79962] [ENSMMUT00000007804.4],chr6:63466385-63466326,
A_01_P009227,,,,,,,,,,,,chr2:136810604-136810663,
A_01_P004381,NM_001258131,NM_001258131,NM_001258131,Mmu.29946,715055,SFN,stratifin,ENSMMUT00000019444.4,,,"Macaca mulatta stratifin (SFN), mRNA [NM_001258131]",chr1:29505059-29505118,
A_01_P015748,JV639961,XM_015121314,JV639961,Mmu.25841,,,,,,,TSA: Macaca mulatta Mamu_460671 mRNA sequence. [JV639961],chr17:75413391-75413332,
A_01_P001500,NM_001266878,NM_001266878,NM_001266878,Mmu.20936,716786,EGR1,early growth response 1,ENSMMUT00000096624.1,,,"Macaca mulatta early growth response 1 (EGR1), mRNA [NM_001266878]",chr6:134885161-134885220,
A_01_P019985,,,,,,,,,,,,chr3:099119715-099119774,
A_01_P012930,ENSMMUT00000071685.2,XM_015142617,JU476035,Mmu.8407,700379,PML,PML nuclear body scaffold,ENSMMUT00000071685.2,,,PML nuclear body scaffold [Source:VGNC Symbol;Acc:VGNC:99295] [ENSMMUT00000071685.2],chr7:52733492-52733551,
A_01_P000153,NM_001194288,NM_001194288,NM_001194288,Mmu.559,708608,C14H11orf87,chromosome 14 C11orf87 homolog,ENSMMUT00000074379.2,,,"Macaca mulatta chromosome 14 C11orf87 homolog (C14H11orf87), mRNA [NM_001194288]",chr14:107980901-107980960,
A_01_P005122,ENSMMUT00000082598.1,XM_015115618,JV457611,Mmu.31771,,,,ENSMMUT00000082598.1,,,exophilin 5 [Source:VGNC Symbol;Acc:VGNC:72412] [ENSMMUT00000082598.1],chr14:107034439-107034380,
A_01_P015712,ENSMMUT00000011136.4,XM_015112608,JV584022,Mmu.33311,710068,PCYOX1,prenylcysteine oxidase 1,ENSMMUT00000011136.4,,,prenylcysteine oxidase 1 [Source:VGNC Symbol;Acc:VGNC:75658] [ENSMMUT00000011136.4],chr13:70557506-70557565,
A_01_P020181,,,,,,,,,,,,chr5:037178852-037178793,
A_01_P003498,XM_015128458,XM_015128458,XM_015128458,,694683,PNMA6A,PNMA family member 6A,,,,"PREDICTED: Macaca mulatta PNMA family member 6A (PNMA6A), mRNA [XM_015128458]",chrX:151183873-151183932,
A_01_P011497,NM_001194637,NM_001194637,NM_001194637,Mmu.12178,715334,GABPB1,GA binding protein transcription factor subunit beta 1,ENSMMUT00000067945.2,,,"Macaca mulatta GA binding protein transcription factor subunit beta 1 (GABPB1), mRNA [NM_001194637]",chr7:28593540-28593481,
A_01_P008420,ENSMMUT00000024200.4,XM_015116410,JV627776,Mmu.32321,713227,VAV2,vav guanine nucleotide exchange factor 2,ENSMMUT00000024200.4,,,vav guanine nucleotide exchange factor 2 [Source:VGNC Symbol;Acc:VGNC:78758] [ENSMMUT00000024200.4],chr15:4776978-4777037,
